Year;ISO_Code;Tariffs;Regulatory trade barriers;Black market exchange rates;Controls of the movement of capital and people;Freedom to Trade Internationally;;
1990;BLZ;2,80;;5,00;5,00;4,27;;
1990;BEN;;;9,20;0,00;;;
1990;BTN;;;;;;;
1990;BOL;7,56;;9,40;2,00;6,32;;
1990;BIH;;;;;;;
1990;BWA;6,29;;8,60;5,00;6,63;;
1990;BRA;4,84;;8,00;0,00;4,28;;
1990;BRN;;;;;;;
1990;BGR;8,43;;0,00;0,00;2,81;;
1990;BFA;;;;;;;
1990;BDI;1,30;;8,80;0,00;3,37;;
1990;KHM;;;;;;;
1990;CMR;6,40;;9,20;0,00;5,20;;
1990;CAN;7,93;;10,00;8,00;8,64;;
1990;CPV;;;;;;;
1990;CAF;2,97;;9,20;0,00;4,06;;
1990;TCD;7,40;;9,20;0,00;5,53;;
1990;CHL;8,18;;10,00;2,00;6,73;;
1990;CHN;3,16;;0,00;5,00;2,72;;
1990;COL;5,53;;6,60;0,00;4,04;;
1990;COD;4,90;;6,00;2,00;4,30;;
1990;COG;4,53;;9,20;0,00;4,58;;
1990;CRI;5,63;;10,00;5,00;6,88;;
1990;CIV;3,07;;9,20;0,00;4,09;;
1990;HRV;;;0,00;0,00;;;
1990;CYP;5,47;;9,00;0,00;4,82;;
1990;CZE;;;;0,00;;;
1990;DNK;8,48;;10,00;5,00;7,83;;
1990;DOM;5,11;;0,00;2,00;2,37;;
1990;ECU;3,30;;10,00;2,00;5,10;;
1990;EGY;3,12;;0,00;0,00;1,04;;
1990;SLV;6,52;;5,20;2,00;4,57;;
1990;EST;9,77;;0,00;0,00;3,26;;
1990;ETH;;;;;;;
1990;FJI;5,73;;9,20;2,00;5,64;;
1990;FIN;8,01;;10,00;2,00;6,67;;
1990;FRA;8,46;;10,00;5,00;7,82;;
1990;GAB;6,80;;9,20;0,00;5,33;;
1990;GMB;;;;;;;
1990;GEO;;;;;;;
1990;DEU;8,44;;10,00;10,00;9,48;;
1990;GHA;4,38;;8,60;0,00;4,33;;
1990;GRC;8,41;;9,40;2,00;6,60;;
1990;GTM;4,33;;10,00;5,00;6,44;;
1990;GIN;;;;;;;
1990;GNB;;;8,20;5,00;;;
1990;GUY;;;8,20;5,00;;;
1990;HTI;5,53;;0,00;0,00;1,84;;
1990;HND;6,00;;10,00;0,00;5,33;;
1990;HKG;9,91;;10,00;10,00;9,97;;
1990;HUN;6,09;;5,60;0,00;3,90;;
1990;ISL;7,86;;10,00;2,00;6,62;;
1990;IND;0,00;;8,00;0,00;2,67;;
1990;IDN;5,88;;10,00;0,00;5,29;;
1990;IRN;6,15;;0,00;0,00;2,05;;
1990;IRQ;;;;;;;
1990;IRL;7,88;;9,80;5,00;7,56;;
1990;ISR;9,39;;9,20;2,00;6,86;;
1990;ITA;8,48;;10,00;5,00;7,83;;
1990;JAM;6,60;;4,60;2,00;4,40;;
1990;JPN;8,23;;10,00;8,00;8,74;;
1990;JOR;4,63;;7,80;2,00;4,81;;
1990;KAZ;;;;;;;
1990;KEN;2,81;;8,80;0,00;3,87;;
1990;KOR;7,46;;9,80;5,00;7,42;;
1990;KWT;9,20;;10,00;2,00;7,07;;
1990;KGZ;;;;;;;
1990;LAO;;;;;;;
1990;LVA;;;0,00;0,00;;;
1990;LBN;;;;;;;
1990;LSO;;;;;;;
1990;LBR;;;;;;;
1990;LBY;;;;;;;
1990;LTU;;;0,00;0,00;;;
1990;LUX;8,52;;10,00;10,00;9,51;;
1990;MKD;;;;;;;
1990;MDG;1,73;;8,60;0,00;3,44;;
1990;MWI;6,58;;7,20;2,00;5,26;;
1990;MYS;6,76;;10,00;5,00;7,25;;
1990;MLI;5,97;;9,20;0,00;5,06;;
1990;MLT;6,73;;9,60;2,00;6,11;;
1990;MRT;;;;;;;
1990;MUS;3,14;;8,40;2,00;4,51;;
1990;MEX;7,88;;10,00;5,00;7,63;;
1990;MDA;;;;;;;
1990;MNG;;;;;;;
1990;MNE;;;;;;;
1990;MAR;4,78;;7,40;2,00;4,73;;
1990;MOZ;;;;;;;
1990;MMR;0,00;;0,00;0,00;0,00;;
1990;NAM;6,14;;9,40;2,00;5,85;;
1990;NPL;4,81;;6,80;0,00;3,87;;
1990;NLD;8,44;;10,00;8,00;8,81;;
1990;NZL;6,56;;10,00;10,00;8,85;;
1990;NIC;6,09;;8,00;0,00;4,70;;
1990;NER;3,47;;9,20;0,00;4,22;;
1990;NGA;3,49;;5,40;0,00;2,96;;
1990;NOR;8,63;;10,00;8,00;8,88;;
1990;OMN;9,33;;10,00;2,00;7,11;;
1990;PAK;0,00;;7,20;2,00;3,07;;
1990;PAN;5,40;;10,00;8,00;7,80;;
1990;PNG;6,93;;8,60;0,00;5,18;;
1990;PRY;6,51;;4,80;5,00;5,44;;
1990;PER;3,40;;6,80;2,00;4,07;;
1990;PHL;5,69;;8,60;2,00;5,43;;
1990;POL;6,70;;8,20;0,00;4,97;;
1990;PRT;8,26;;9,40;5,00;7,55;;
1990;QAT;;;;;;;
1990;ROU;9,73;;0,00;0,00;3,24;;
1990;RUS;;;0,00;0,00;;;
1990;RWA;0,53;;4,40;0,00;1,64;;
1990;SAU;;;;;;;
1990;SEN;2,57;;9,20;0,00;3,92;;
1990;SRB;;;;;;;
1990;SYC;;;;;;;
1990;SLE;7,37;;0,00;0,00;2,46;;
1990;SGP;9,70;;10,00;10,00;9,90;;
1990;SVK;;;;;;;
1990;SVN;;;0,00;0,00;;;
1990;ZAF;7,27;;9,40;2,00;6,22;;
1990;ESP;8,21;;9,60;8,00;8,60;;
1990;LKA;2,92;;5,20;0,00;2,71;;
1990;SDN;;;;;;;
1990;SUR;;;;;;;
1990;SWZ;;;;;;;
1990;SWE;8,96;;10,00;10,00;9,65;;
1990;CHE;9,28;;10,00;10,00;9,76;;
1990;SYR;4,66;;0,00;0,00;1,55;;
1990;TWN;8,33;;10,00;5,00;7,78;;
1990;TJK;;;;;;;
1990;TZA;4,53;;0,00;0,00;1,51;;
1990;THA;3,21;;10,00;2,00;5,07;;
1990;TLS;;;;;;;
1990;TGO;3,87;;9,20;0,00;4,36;;
1990;TTO;6,12;;2,00;0,00;2,71;;
1990;TUN;4,71;;8,40;2,00;5,04;;
1990;TUR;4,53;;9,60;0,00;4,71;;
1990;UGA;3,39;;2,00;0,00;1,80;;
1990;UKR;;;;;;;
1990;ARE;10,00;;10,00;5,00;8,33;;
1990;GBR;8,41;;10,00;10,00;9,47;;
1990;USA;8,23;;10,00;8,00;8,74;;
1990;URY;5,94;;10,00;10,00;8,65;;
1990;VEN;4,22;;10,00;5,00;6,41;;
1990;VNM;;;;;;;
1990;YEM;;;;;;;
1990;ZMB;5,84;;0,00;2,00;2,61;;
1990;ZWE;5,71;;7,00;2,00;4,90;;
1985;ALB;;;0,00;0,00;;;
1985;DZA;5,66;;0,00;0,00;1,89;;
1985;AGO;;;;;;;
1985;ARG;3,07;;2,00;0,00;1,69;;
1985;ARM;;;;;;;
1985;AUS;7,60;;10,00;5,00;7,53;;
1985;AUT;8,80;;10,00;2,00;6,93;;
1985;AZE;;;;;;;
1985;BHS;3,67;;7,80;0,00;3,82;;
1985;BHR;9,17;;10,00;2,00;7,06;;
1985;BGD;0,00;;0,00;0,00;0,00;;
1985;BRD;7,17;;7,80;0,00;4,99;;
1985;BLR;;;;;;;
1985;BEL;9,15;;10,00;10,00;9,72;;
1985;BLZ;4,67;;0,00;5,00;3,22;;
1985;BEN;2,52;;9,80;0,00;4,11;;
1985;BTN;;;;;;;
1985;BOL;5,69;;8,20;2,00;5,30;;
1985;BIH;;;;;;;
1985;BWA;7,03;;5,60;5,00;5,88;;
1985;BRA;2,62;;0,20;0,00;0,94;;
1985;BRN;;;;;;;
1985;BGR;6,40;;0,00;0,00;2,13;;
1985;BFA;;;;;;;
1985;BDI;1,21;;5,00;0,00;2,07;;
1985;KHM;;;;;;;
1985;CMR;5,93;;9,80;0,00;5,24;;
1985;CAN;8,38;;10,00;8,00;8,79;;
1985;CPV;;;;;;;
1985;CAF;3,60;;9,80;0,00;4,47;;
1985;TCD;;;9,80;0,00;;;
1985;CHL;6,73;;5,60;2,00;4,78;;
1985;CHN;2,72;;7,80;2,00;4,17;;
1985;COL;4,14;;8,20;0,00;4,11;;
1985;COD;4,96;;8,80;2,00;5,25;;
1985;COG;3,60;;9,80;0,00;4,47;;
1985;CRI;1,80;;5,20;5,00;4,00;;
1985;CIV;3,74;;9,80;0,00;4,51;;
1985;HRV;;;;;;;
1985;CYP;6,77;;9,80;0,00;5,52;;
1985;CZE;;;;0,00;;;
1985;DNK;9,12;;10,00;5,00;8,04;;
1985;DOM;5,67;;7,20;2,00;4,96;;
1985;ECU;4,16;;0,40;2,00;2,19;;
1985;EGY;1,69;;0,00;0,00;0,56;;
1985;SLV;5,27;;0,00;2,00;2,42;;
1985;EST;;;;;;;
1985;ETH;;;;;;;
1985;FJI;4,73;;8,40;5,00;6,04;;
1985;FIN;9,17;;10,00;2,00;7,06;;
1985;FRA;9,12;;9,20;2,00;6,77;;
1985;GAB;4,91;;9,80;0,00;4,90;;
1985;GMB;;;;;;;
1985;GEO;;;;;;;
1985;DEU;9,08;;10,00;10,00;9,69;;
1985;GHA;2,00;;0,00;0,00;0,67;;
1985;GRC;9,02;;5,00;2,00;5,34;;
1985;GTM;2,50;;0,00;5,00;2,50;;
1985;GIN;;;;;;;
1985;GNB;4,84;;4,20;0,00;3,01;;
1985;GUY;7,01;;0,00;0,00;2,34;;
1985;HTI;6,17;;0,00;0,00;2,06;;
1985;HND;;;0,00;0,00;;;
1985;HKG;9,80;;10,00;10,00;9,93;;
1985;HUN;7,53;;0,00;0,00;2,51;;
1985;ISL;7,80;;6,80;2,00;5,53;;
1985;IND;0,00;;7,20;0,00;2,40;;
1985;IDN;7,66;;8,60;0,00;5,42;;
1985;IRN;3,20;;0,00;0,00;1,07;;
1985;IRQ;;;;;;;
1985;IRL;8,25;;9,40;5,00;7,55;;
1985;ISR;8,07;;8,60;2,00;6,22;;
1985;ITA;9,15;;10,00;5,00;8,05;;
1985;JAM;7,73;;6,20;2,00;5,31;;
1985;JPN;9,06;;10,00;5,00;8,02;;
1985;JOR;6,59;;9,40;2,00;6,00;;
1985;KAZ;;;;;;;
1985;KEN;3,61;;9,60;0,00;4,40;;
1985;KOR;6,50;;7,80;2,00;5,43;;
1985;KWT;9,20;;10,00;2,00;7,07;;
1985;KGZ;;;;;;;
1985;LAO;;;;;;;
1985;LVA;;;;;;;
1985;LBN;;;;;;;
1985;LSO;;;;;;;
1985;LBR;;;;;;;
1985;LBY;;;;;;;
1985;LTU;;;;;;;
1985;LUX;9,22;;10,00;10,00;9,74;;
1985;MKD;;;;;;;
1985;MDG;0,80;;8,20;0,00;3,00;;
1985;MWI;5,40;;4,00;2,00;3,80;;
1985;MYS;6,74;;10,00;5,00;7,25;;
1985;MLI;4,83;;9,80;0,00;4,88;;
1985;MLT;7,00;;8,60;2,00;5,87;;
1985;MRT;;;;;;;
1985;MUS;3,31;;9,80;2,00;5,04;;
1985;MEX;6,13;;5,00;2,00;4,38;;
1985;MDA;;;;;;;
1985;MNG;;;;;;;
1985;MNE;;;;;;;
1985;MAR;5,52;;8,60;2,00;5,37;;
1985;MOZ;;;;;;;
1985;MMR;0,00;;0,00;0,00;0,00;;
1985;NAM;8,80;;5,00;;;;
1985;NPL;5,17;;7,80;0,00;4,32;;
1985;NLD;9,12;;10,00;8,00;9,04;;
1985;NZL;7,73;;9,20;5,00;7,31;;
1985;NIC;2,53;;0,00;0,00;0,84;;
1985;NER;3,67;;9,80;0,00;4,49;;
1985;NGA;4,60;;0,00;0,00;1,53;;
1985;NOR;9,33;;10,00;5,00;8,11;;
1985;OMN;9,23;;10,00;2,00;7,08;;
1985;PAK;0,10;;9,20;2,00;3,77;;
1985;PAN;7,27;;10,00;8,00;8,42;;
1985;PNG;7,33;;9,20;0,00;5,51;;
1985;PRY;4,27;;0,00;5,00;3,09;;
1985;PER;1,89;;0,00;2,00;1,30;;
1985;PHL;5,17;;8,60;2,00;5,26;;
1985;POL;5,77;;0,00;0,00;1,92;;
1985;PRT;9,20;;9,60;2,00;6,93;;
1985;QAT;;;;;;;
1985;ROU;;;0,00;0,00;;;
1985;RUS;;;0,00;0,00;;;
1985;RWA;;;0,20;0,00;;;
1985;SAU;;;;;;;
1985;SEN;3,33;;9,80;0,00;4,38;;
1985;SRB;;;;;;;
1985;SYC;;;;;;;
1985;SLE;3,45;;0,00;0,00;1,15;;
1985;SGP;9,87;;10,00;10,00;9,96;;
1985;SVK;;;;;;;
1985;SVN;;;;0,00;;;
1985;ZAF;8,93;;5,00;2,00;5,31;;
1985;ESP;8,25;;9,60;5,00;7,62;;
1985;LKA;3,57;;6,00;0,00;3,19;;
1985;SDN;;;;;;;
1985;SUR;;;;;;;
1985;SWZ;;;;;;;
1985;SWE;9,49;;9,80;5,00;8,10;;
1985;CHE;8,89;;10,00;10,00;9,63;;
1985;SYR;5,43;;0,00;0,00;1,81;;
1985;TWN;8,13;;9,40;2,00;6,51;;
1985;TJK;;;;;;;
1985;TZA;4,70;;0,00;0,00;1,57;;
1985;THA;4,71;;9,40;2,00;5,37;;
1985;TLS;;;;;;;
1985;TGO;4,27;;9,80;0,00;4,69;;
1985;TTO;6,40;;2,20;0,00;2,87;;
1985;TUN;3,17;;7,60;0,00;3,59;;
1985;TUR;6,34;;9,40;0,00;5,25;;
1985;UGA;3,13;;5,00;0,00;2,71;;
1985;UKR;;;0,00;0,00;;;
1985;ARE;9,60;;10,00;5,00;8,20;;
1985;GBR;9,05;;10,00;10,00;9,68;;
1985;USA;8,77;;10,00;8,00;8,92;;
1985;URY;4,97;;10,00;10,00;8,32;;
1985;VEN;3,68;;5,00;5,00;4,56;;
1985;VNM;;;;;;;
1985;YEM;;;;;;;
1985;ZMB;4,39;;2,40;2,00;2,93;;
1985;ZWE;6,46;;1,60;2,00;3,35;;
1980;ALB;;;0,00;0,00;;;
1980;DZA;7,66;;0,00;0,00;2,55;;
1980;AGO;;;;;;;
1980;ARG;4,05;;9,80;0,00;4,62;;
1980;ARM;;;;;;;
1980;AUS;7,35;;9,80;2,00;6,38;;
1980;AUT;8,61;;10,00;2,00;6,87;;
1980;AZE;;;;;;;
1980;BHS;4,32;;6,00;0,00;3,44;;
1980;BHR;9,39;;10,00;2,00;7,13;;
1980;BGD;0,53;;0,00;0,00;0,18;;
1980;BRD;7,53;;7,80;0,00;5,11;;
1980;BLR;;;;;;;
1980;BEL;9,02;;10,00;10,00;9,67;;
1980;BLZ;4,20;;3,20;5,00;4,13;;
1980;BEN;2,93;;9,60;0,00;4,18;;
1980;BTN;;;;;;;
1980;BOL;4,80;;5,60;2,00;4,13;;
1980;BIH;;;;;;;
1980;BWA;4,79;;8,00;5,00;5,93;;
1980;BRA;3,33;;6,40;0,00;3,24;;
1980;BRN;;;;;;;
1980;BGR;;;0,00;0,00;;;
1980;BFA;;;;;;;
1980;BDI;0,00;;1,00;0,00;0,33;;
1980;KHM;;;;;;;
1980;CMR;2,67;;9,60;0,00;4,09;;
1980;CAN;8,08;;10,00;8,00;8,69;;
1980;CPV;;;;;;;
1980;CAF;2,93;;9,60;0,00;4,18;;
1980;TCD;;;9,60;0,00;;;
1980;CHL;8,71;;8,80;2,00;6,50;;
1980;CHN;3,15;;5,00;0,00;2,72;;
1980;COL;4,05;;6,80;0,00;3,62;;
1980;COD;4,21;;0,00;2,00;2,07;;
1980;COG;7,47;;9,60;0,00;5,69;;
1980;CRI;3,23;;0,00;2,00;1,74;;
1980;CIV;2,98;;9,60;0,00;4,19;;
1980;HRV;;;;;;;
1980;CYP;6,96;;9,20;0,00;5,39;;
1980;CZE;;;;0,00;;;
1980;DNK;8,95;;9,60;5,00;7,85;;
1980;DOM;3,47;;2,60;2,00;2,69;;
1980;ECU;5,20;;7,40;2,00;4,87;;
1980;EGY;0,89;;8,20;0,00;3,03;;
1980;SLV;3,13;;0,00;2,00;1,71;;
1980;EST;;;;;;;
1980;ETH;;;;;;;
1980;FJI;6,13;;6,40;5,00;5,84;;
1980;FIN;8,69;;9,80;2,00;6,83;;
1980;FRA;8,95;;9,40;2,00;6,78;;
1980;GAB;3,24;;9,60;0,00;4,28;;
1980;GMB;;;;;;;
1980;GEO;;;;;;;
1980;DEU;8,95;;10,00;8,00;8,98;;
1980;GHA;0,00;;0,00;0,00;0,00;;
1980;GRC;8,05;;8,60;2,00;6,22;;
1980;GTM;3,40;;8,00;5,00;5,47;;
1980;GIN;;;;;;;
1980;GNB;;;;0,00;;;
1980;GUY;8,80;;0,00;0,00;2,93;;
1980;HTI;3,93;;6,00;0,00;3,31;;
1980;HND;3,67;;6,00;0,00;3,22;;
1980;HKG;9,83;;10,00;10,00;9,94;;
1980;HUN;6,67;;0,00;0,00;2,22;;
1980;ISL;6,87;;8,20;2,00;5,69;;
1980;IND;0,00;;9,00;0,00;3,00;;
1980;IDN;6,13;;9,60;0,00;5,24;;
1980;IRN;2,93;;0,00;0,00;0,98;;
1980;IRQ;;;;;;;
1980;IRL;7,95;;10,00;5,00;7,65;;
1980;ISR;6,60;;9,80;2,00;6,13;;
1980;ITA;8,99;;10,00;5,00;8,00;;
1980;JAM;8,05;;0,00;2,00;3,35;;
1980;JPN;8,75;;10,00;2,00;6,92;;
1980;JOR;5,27;;10,00;2,00;5,76;;
1980;KAZ;;;;;;;
1980;KEN;3,94;;8,00;0,00;3,98;;
1980;KOR;6,59;;7,80;0,00;4,80;;
1980;KWT;;;10,00;2,00;;;
1980;KGZ;;;;;;;
1980;LAO;;;;;;;
1980;LVA;;;;;;;
1980;LBN;;;;;;;
1980;LSO;;;;;;;
1980;LBR;;;;;;;
1980;LBY;;;;;;;
1980;LTU;;;;;;;
1980;LUX;9,09;;10,00;10,00;9,70;;
1980;MKD;;;;;;;
1980;MDG;4,02;;0,00;0,00;1,34;;
1980;MWI;5,60;;0,40;2,00;2,67;;
1980;MYS;6,37;;10,00;5,00;7,12;;
1980;MLI;5,23;;9,00;0,00;4,74;;
1980;MLT;6,73;;7,60;2,00;5,44;;
1980;MRT;;;;;;;
1980;MUS;3,31;;2,00;2,00;2,44;;
1980;MEX;1,91;;0,00;2,00;1,30;;
1980;MDA;;;;;;;
1980;MNG;;;;;;;
1980;MNE;;;;;;;
1980;MAR;1,43;;9,80;2,00;4,41;;
1980;MOZ;;;;;;;
1980;MMR;0,53;;0,00;0,00;0,18;;
1980;NAM;8,12;;;;;;
1980;NPL;4,92;;10,00;0,00;4,97;;
1980;NLD;8,99;;10,00;8,00;9,00;;
1980;NZL;7,87;;10,00;5,00;7,62;;
1980;NIC;2,10;;0,00;0,00;0,70;;
1980;NER;4,40;;9,60;0,00;4,67;;
1980;NGA;3,91;;0,00;0,00;1,30;;
1980;NOR;9,28;;9,40;2,00;6,89;;
1980;OMN;;;10,00;2,00;;;
1980;PAK;0,00;;4,60;2,00;2,20;;
1980;PAN;7,93;;10,00;8,00;8,64;;
1980;PNG;7,80;;;0,00;;;
1980;PRY;3,00;;8,60;5,00;5,53;;
1980;PER;1,47;;6,40;2,00;3,29;;
1980;PHL;3,93;;9,40;2,00;5,11;;
1980;POL;;;0,00;0,00;;;
1980;PRT;8,60;;9,60;2,00;6,73;;
1980;QAT;;;;;;;
1980;ROU;;;0,00;0,00;;;
1980;RUS;;;0,00;0,00;;;
1980;RWA;1,13;;0,00;0,00;0,38;;
1980;SAU;;;;;;;
1980;SEN;2,40;;9,60;0,00;4,00;;
1980;SRB;;;;;;;
1980;SYC;;;;;;;
1980;SLE;2,99;;0,00;0,00;1,00;;
1980;SGP;9,84;;10,00;8,00;9,28;;
1980;SVK;;;;;;;
1980;SVN;;;;0,00;;;
1980;ZAF;8,66;;8,80;2,00;6,49;;
1980;ESP;8,22;;10,00;5,00;7,74;;
1980;LKA;1,97;;8,20;0,00;3,39;;
1980;SDN;;;;;;;
1980;SUR;;;;;;;
1980;SWZ;;;;;;;
1980;SWE;9,02;;9,00;2,00;6,67;;
1980;CHE;8,74;;10,00;10,00;9,58;;
1980;SYR;3,90;;3,00;0,00;2,30;;
1980;TWN;7,60;;9,80;2,00;6,47;;
1980;TJK;;;;;;;
1980;TZA;4,87;;0,00;0,00;1,62;;
1980;THA;4,47;;9,00;2,00;5,16;;
1980;TLS;;;;;;;
1980;TGO;1,73;;9,60;0,00;3,78;;
1980;TTO;7,87;;0,20;0,00;2,69;;
1980;TUN;4,36;;6,40;0,00;3,59;;
1980;TUR;3,50;;6,80;0,00;3,43;;
1980;UGA;7,93;;0,00;0,00;2,64;;
1980;UKR;;;0,00;0,00;;;
1980;ARE;10,00;;10,00;10,00;10,00;;
1980;GBR;8,89;;10,00;10,00;9,63;;
1980;USA;8,90;;10,00;8,00;8,97;;
1980;URY;4,07;;10,00;10,00;8,02;;
1980;VEN;8,00;;10,00;8,00;8,67;;
1980;VNM;;;;;;;
1980;YEM;;;;;;;
1980;ZMB;8,40;;0,00;2,00;3,47;;
1980;ZWE;8,43;;0,00;2,00;3,48;;
1975;ALB;;;0,00;0,00;;;
1975;DZA;;;0,00;0,00;;;
1975;AGO;;;;;;;
1975;ARG;0,70;;0,00;2,00;0,90;;
1975;ARM;;;;;;;
1975;AUS;6,83;;9,80;2,00;6,21;;
1975;AUT;7,89;;10,00;2,00;6,63;;
1975;AZE;;;;;;;
1975;BHS;4,13;;7,20;0,00;3,78;;
1975;BHR;;;10,00;2,00;;;
1975;BGD;4,73;;0,00;0,00;1,58;;
1975;BRD;7,07;;6,00;0,00;4,36;;
1975;BLR;;;;;;;
1975;BEL;9,06;;10,00;10,00;9,69;;
1975;BLZ;;;3,60;;;;
1975;BEN;3,87;;9,60;0,00;4,49;;
1975;BTN;;;;;;;
1975;BOL;4,07;;9,00;2,00;5,02;;
1975;BIH;;;;;;;
1975;BWA;3,07;;1,20;;;;
1975;BRA;6,20;;0,20;0,00;2,13;;
1975;BRN;;;;;;;
1975;BGR;;;0,00;0,00;;;
1975;BFA;;;;;;;
1975;BDI;1,87;;0,80;0,00;0,89;;
1975;KHM;;;;;;;
1975;CMR;1,07;;9,60;0,00;3,56;;
1975;CAN;7,47;;10,00;8,00;8,49;;
1975;CPV;;;;;;;
1975;CAF;;;9,60;0,00;;;
1975;TCD;3,87;;9,60;0,00;4,49;;
1975;CHL;3,13;;9,00;2,00;4,71;;
1975;CHN;;;5,20;0,00;;;
1975;COL;5,07;;4,20;0,00;3,09;;
1975;COD;0,00;;0,00;2,00;0,67;;
1975;COG;6,40;;9,60;0,00;5,33;;
1975;CRI;6,07;;8,40;2,00;5,49;;
1975;CIV;;;9,60;0,00;;;
1975;HRV;;;;;;;
1975;CYP;7,67;;8,80;0,00;5,49;;
1975;CZE;;;;0,00;;;
1975;DNK;8,80;;9,80;5,00;7,87;;
1975;DOM;0,00;;4,40;2,00;2,13;;
1975;ECU;4,07;;9,00;2,00;5,02;;
1975;EGY;0,00;;9,80;0,00;3,27;;
1975;SLV;5,73;;6,00;2,00;4,58;;
1975;EST;;;;;;;
1975;ETH;;;;;;;
1975;FJI;5,60;;6,60;5,00;5,73;;
1975;FIN;8,15;;9,80;2,00;6,65;;
1975;FRA;8,87;;10,00;2,00;6,96;;
1975;GAB;4,53;;9,60;0,00;4,71;;
1975;GMB;;;;;;;
1975;GEO;;;;;;;
1975;DEU;8,89;;10,00;8,00;8,96;;
1975;GHA;0,00;;0,00;0,00;0,00;;
1975;GRC;7,89;;9,40;2,00;6,43;;
1975;GTM;6,27;;8,00;5,00;6,42;;
1975;GIN;;;;;;;
1975;GNB;;;;0,00;;;
1975;GUY;0,00;;;0,00;;;
1975;HTI;3,80;;10,00;0,00;4,60;;
1975;HND;6,47;;10,00;2,00;6,16;;
1975;HKG;9,77;;10,00;10,00;9,92;;
1975;HUN;;;0,00;0,00;;;
1975;ISL;4,60;;0,00;2,00;2,20;;
1975;IND;0,13;;8,20;0,00;2,78;;
1975;IDN;4,82;;8,60;0,00;4,47;;
1975;IRN;7,60;;9,60;5,00;7,40;;
1975;IRQ;;;;;;;
1975;IRL;7,46;;10,00;5,00;7,49;;
1975;ISR;4,67;;0,00;2,00;2,22;;
1975;ITA;8,80;;8,20;5,00;7,33;;
1975;JAM;7,33;;5,60;2,00;4,98;;
1975;JPN;8,47;;10,00;2,00;6,82;;
1975;JOR;5,47;;9,80;2,00;5,76;;
1975;KAZ;;;;;;;
1975;KEN;6,33;;8,40;0,00;4,91;;
1975;KOR;7,93;;9,60;0,00;5,84;;
1975;KWT;;;10,00;2,00;;;
1975;KGZ;;;;;;;
1975;LAO;;;;;;;
1975;LVA;;;;;;;
1975;LBN;;;;;;;
1975;LSO;;;;;;;
1975;LBR;;;;;;;
1975;LBY;;;;;;;
1975;LTU;;;;;;;
1975;LUX;9,06;;10,00;10,00;9,69;;
1975;MKD;;;;;;;
1975;MDG;0,80;;5,40;0,00;2,07;;
1975;MWI;7,47;;4,40;2,00;4,62;;
1975;MYS;6,47;;10,00;5,00;7,16;;
1975;MLI;0,60;;8,60;0,00;3,07;;
1975;MLT;6,93;;9,00;2,00;5,98;;
1975;MRT;;;;;;;
1975;MUS;5,27;;0,60;2,00;2,62;;
1975;MEX;4,73;;10,00;2,00;5,58;;
1975;MDA;;;;;;;
1975;MNG;;;;;;;
1975;MNE;;;;;;;
1975;MAR;5,00;;9,40;2,00;5,47;;
1975;MOZ;;;;;;;
1975;MMR;0,00;;0,00;0,00;0,00;;
1975;NAM;;;;;;;
1975;NPL;4,07;;2,00;0,00;2,02;;
1975;NLD;8,63;;10,00;5,00;7,88;;
1975;NZL;7,31;;9,00;5,00;7,10;;
1975;NIC;6,73;;5,80;5,00;5,84;;
1975;NER;5,53;;9,60;0,00;5,04;;
1975;NGA;5,60;;1,40;0,00;2,33;;
1975;NOR;8,98;;9,80;2,00;6,93;;
1975;OMN;;;10,00;2,00;;;
1975;PAK;0,00;;6,60;2,00;2,87;;
1975;PAN;7,87;;10,00;8,00;8,62;;
1975;PNG;7,73;;;0,00;;;
1975;PRY;4,13;;7,40;5,00;5,51;;
1975;PER;3,67;;0,00;2,00;1,89;;
1975;PHL;1,13;;7,40;2,00;3,51;;
1975;POL;;;0,00;0,00;;;
1975;PRT;6,93;;1,60;2,00;3,51;;
1975;QAT;;;;;;;
1975;ROU;;;0,00;0,00;;;
1975;RUS;;;0,00;0,00;;;
1975;RWA;0,00;;1,00;0,00;0,33;;
1975;SAU;;;;;;;
1975;SEN;4,20;;9,60;0,00;4,60;;
1975;SRB;;;;;;;
1975;SYC;;;;;;;
1975;SLE;3,07;;0,00;0,00;1,02;;
1975;SGP;9,61;;10,00;8,00;9,20;;
1975;SVK;;;;;;;
1975;SVN;;;;0,00;;;
1975;ZAF;8,67;;8,80;2,00;6,49;;
1975;ESP;7,03;;9,60;2,00;6,21;;
1975;LKA;2,60;;0,00;0,00;0,87;;
1975;SDN;;;;;;;
1975;SUR;;;;;;;
1975;SWZ;;;;;;;
1975;SWE;8,87;;9,80;2,00;6,89;;
1975;CHE;8,25;;10,00;2,00;6,75;;
1975;SYR;4,33;;9,80;0,00;4,71;;
1975;TWN;6,80;;9,00;2,00;5,93;;
1975;TJK;;;;;;;
1975;TZA;5,13;;0,00;0,00;1,71;;
1975;THA;3,97;;9,60;2,00;5,19;;
1975;TLS;;;;;;;
1975;TGO;5,20;;9,60;0,00;4,93;;
1975;TTO;8,27;;1,40;0,00;3,22;;
1975;TUN;2,87;;7,80;0,00;3,56;;
1975;TUR;0,49;;7,80;0,00;2,76;;
1975;UGA;0,00;;0,00;0,00;0,00;;
1975;UKR;;;0,00;0,00;;;
1975;ARE;10,00;;10,00;10,00;10,00;;
1975;GBR;8,83;;10,00;2,00;6,94;;
